"","location","size","shape"
"1",31.4139408052738,35.1596787750689,33.4263804196573
"2",37.8228840320993,34.7170549941295,27.4600609737711
"3",38.679235897087,14.7687614422565,46.5520026606564
"4",21.8517332219292,37.7935626822663,40.3547040958044
"5",3.22715824863136e-29,26.2525882518121,73.7474117481879
"6",10.8429087928876,13.2463744603614,75.910716746751
"7",64.7829645538822,8.92274333479296,26.2942921113248
"8",58.911184036596,1.25869119995579,39.8301247634482
"9",39.9359404332983,13.6257742681128,46.4382852985889
"10",28.771625530817,10.6346667692613,60.5937076999217
"11",20.6357292645441,1.86011151412183,77.504159221334
"12",26.2303313808818,7.74657495778778,66.0230936613304
"13",16.1036523754132,18.1629379162453,65.7334097083416
"14",51.8023334955783,40.9105015799131,7.28716492450865
"15",32.5144925810258,31.5852601106855,35.9002473082887
"16",1.43980572102073e-28,15.3924509761521,84.6075490238479
"17",19.3533385338631,1.46711898305082,79.1795424830861
"18",8.39250101523435,23.6134491647641,67.9940498200015
"19",2.19034608407931e-29,15.3753149494703,84.6246850505297
"20",0,0,100
"21",21.7585276889936,11.8256750951765,66.4157972158299
"22",22.0593650453453,0.957694239290011,76.9829407153647
"23",8.43717527822838,27.4953940228586,64.0674306989131
"24",0,0,100
"25",49.1814840220086,25.1375838540711,25.6809321239203
"26",28.3568883024634,27.2663991516786,44.376712545858
"27",40.5816380126789,5.95903796973547,53.4593240175856
"28",55.7365946848678,1.08619943849873,43.1772058766334
"29",53.0145360736037,13.5326326191762,33.4528313072201
"30",66.98119650044,2.47550684380044,30.5432966557596
"31",0,0,100
"32",0.893649787422222,46.5946660014624,52.5116842111153
"33",28.7997269714174,18.6972895657507,52.5029834628319
"34",0,0,100
"35",19.0908379598133,13.7155701759763,67.1935918642104
"36",1.99580212899907,3.99529420059923,94.0089036704017
"37",0.655581919273239,48.7491270415315,50.5952910391953
"38",8.43717527822838,27.4953940228586,64.0674306989131
"39",42.5164190288297,1.9686299090327,55.5149510621376
"40",0,0,100
"41",8.017859189385,3.40101276946209,88.5811280411529
"42",0,0,100
"43",0,0,100
"44",72.0342874091548,1.57089410381399,26.3948184870312
"45",21.998364154928,4.33772487945301,73.663910965619
"46",69.4879834885074,0.0141636130420279,30.4978528984505
"47",0,0,100
"48",47.6691787366224,7.19196971977218,45.1388515436055
"49",51.2688492350174,6.60098105411628,42.1301697108663
"50",52.3864258834415,7.19070581753165,40.4228682990268
"51",25.4969897054206,20.936158761764,53.5668515328153
"52",26.1294826876573,20.0725694869574,53.7979478253854
"53",0,0,100
"54",22.3422577821613,21.4045607100754,56.2531815077633
"55",1.41758548559583e-29,8.64141496005677,91.3585850399432
"56",43.5827715598126,11.1781676313159,45.2390608088715
"57",0,0,100
"58",0,0,100
"59",0,0,100
"60",7.51143370340039,31.122398743713,61.3661675528866
"61",59.3410901289647,3.66098149298469,36.9979283780506
"62",64.6344108959452,2.01661156237319,33.3489775416816
"63",4.0922075306353,13.6330544403026,82.2747380290621
"64",32.1414998623585,24.5258778502184,43.3326222874231
"65",57.8287634190023,6.05789666922164,36.1133399117761
"66",13.080682880793,3.71883779339434,83.2004793258127
"67",50.8583987036975,4.80408494616927,44.3375163501332
"68",11.2677400988481,31.4095952281037,57.3226646730483
"69",23.1840123984757,14.3669144661743,62.44907313535
"70",8.73601822774002e-30,11.1266684647872,88.8733315352128
"71",0,0,100
"72",0,0,100
"73",0,0,100
"74",0,0,100
"75",0,0,100
"76",49.7323311049353,5.85160528948468,44.4160636055801
"77",7.83986243967275,1.49225715631173,90.6678804040155
"78",0,11.9472430405581,88.0527569594419
"79",0,19.0130221548917,80.9869778451083
"80",56.2633988429168,0.240498756863776,43.4961024002195
"81",2.34178314042908,38.9158175779607,58.7423992816102
"82",0.481252053056617,46.0005171577337,53.5182307892097
"83",9.23617110297057,30.5295348571427,60.2342940398867
"84",49.9113773180916,4.50785003693871,45.5807726449697
"85",58.9368017642105,17.7162078976858,23.3469903381037
"86",58.0583997643965,15.8935289010116,26.0480713345918
"87",70.547297898836,7.6769584749816,21.7757436261823
"88",60.2803351269406,12.5643280073883,27.1553368656711
"89",0,0,100
"90",0,0,100
"91",10.4959288510732,8.64213554747747,80.8619356014493
"92",34.7460837237638,27.3156943429263,37.9382219333098
"93",40.1574042366819,13.6279339722354,46.2146617910827
"94",16.3722204243227,14.2702895858386,69.3574899898387
"95",0,0,100
"96",0,0,100
"97",0,0,100
"98",0,0,100
"99",54.3017273521373,15.7231450839144,29.9751275639483
"100",0,0,100
"101",1.97946270575093,45.6071682985448,52.4133689957043
"102",57.2838398463445,0.578677101629111,42.1374830520264
"103",36.9694405635576,4.37682616927983,58.6537332671626
"104",26.7055762529857,0.24542569371353,73.0489980533008
"105",8.13805957221943,0.241990543566233,91.6199498842143
"106",0,0,100
"107",55.6064315454824,12.929753814671,31.4638146398467
"108",7.58517359243637,19.2659059310583,73.1489204765053
"109",54.8688733831803,6.24372861098952,38.8873980058302
"110",34.1774837087176,24.8045755197521,41.0179407715303
"111",51.9737294946304,7.43352790171887,40.5927426036508
"112",1.90242765771287,20.5872850898045,77.5102872524826
"113",0.98701139526601,5.2715306619461,93.7414579427879
"114",8.30294502299482,5.03264533872856,86.6644096382766
"115",59.6878749249458,19.7077217088111,20.6044033662432
"116",3.87441856877246,7.85781842790077,88.2677630033268
"117",4.34391348768077,11.2381535380177,84.4179329743015
"118",28.4323889318284,20.2692439594958,51.2983671086758
"119",50.7159236337162,18.9323423372026,30.3517340290812
"120",59.8182681073732,13.6521362693094,26.5295956233174
"121",70.1913985946547,7.42680282556088,22.3817985797844
"122",52.3218519446508,9.7086520962924,37.9694959590568
"123",45.8576071097896,5.15874354965098,48.9836493405594
"124",55.8401608273847,4.22982500277129,39.930014169844
"125",64.3254271529693,11.862282646423,23.8122902006077
"126",0,0,100
"127",0,0,100
"128",0,0,100
