"","location","size","shape"
"1",0,0,100
"2",21.4713837309944,43.2537284905303,35.2748877784753
"3",12.6070786893915,18.2377820564519,69.1551392541566
"4",1.14343166314944,5.51214749013026,93.3444208467203
"5",28.8712311241806,17.2597855142894,53.86898336153
"6",16.4713957528492,22.6301601034774,60.8984441436734
"7",28.3440546359972,1.99936771841516,69.6565776455876
"8",43.4211739909934,15.8497302170293,40.7290957919772
"9",12.4874051206048,6.7520237926178,80.7605710867774
"10",26.8934991017799,13.3717343720265,59.7347665261936
"11",25.0693729582879,17.7326468734282,57.1979801682839
"12",25.8860338566083,17.66639663287,56.4475695105217
"13",42.5343235888547,0.491842953196558,56.9738334579488
"14",0,0,100
"15",29.8945440354366,39.1864306309463,30.9190253336171
"16",10.4674135438661,28.4452065335329,61.087379922601
"17",32.3678665594975,13.7733287011645,53.8588047393381
"18",18.8301046391137,9.71736309766455,71.4525322632218
"19",4.73805054633956,14.2379018382466,81.0240476154138
"20",47.325165731051,20.8891036309429,31.7857306380061
"21",12.5861950508096,39.0838959485057,48.3299090006846
"22",19.6113925764384,21.9190139614851,58.4695934620765
"23",9.07126940375901,19.4618243778874,71.4669062183536
"24",21.1687883517811,31.7206905042383,47.1105211439806
"25",35.5685367603694,17.7213097178223,46.7101535218084
"26",30.07675914453,14.9849817704898,54.9382590849802
"27",15.3008842144371,16.4233532774014,68.2757625081616
"28",40.293574243855,2.53924766985017,57.1671780862948
"29",0,0,100
"30",3.33196885692962e-29,6.4425896889196,93.5574103110804
"31",6.97605471049505,8.81100140024084,84.2129438892641
"32",53.9359030284809,3.21852769302883,42.8455692784902
"33",46.9941633877768,6.37779242400388,46.6280441882193
"34",34.1596534378005,16.1778695396202,49.6624770225793
"35",40.0983595255514,17.7286626969498,42.1729777774988
"36",4.89546463046304,16.6057667764938,78.4987685930432
"37",0,0,100
"38",0,0,100
"39",0,0,100
"40",0,0,100
"41",13.8124081172485,12.2851941478726,73.9023977348789
"42",38.9126337208661,17.5475300359339,43.5398362432
"43",21.3295099839326,21.8592071950537,56.8112828210137
"44",6.09770478305302,1.28827288829501,92.614022328652
"45",13.6099134789973,6.54146546997669,79.8486210510261
"46",22.9639074705304,33.486219948382,43.5498725810876
"47",23.1766717540629,13.0977134591477,63.7256147867893
"48",21.2257906861958,15.7648780645713,63.0093312492329
"49",79.1584330174853,7.02834845460328,13.8132185279114
"50",25.2467102681819,10.3123300307213,64.4409597010968
"51",3.39939713361015e-29,16.0026476591881,83.9973523408118
"52",17.8180618959761,14.1956957620226,67.9862423420013
"53",15.241256053653,9.92899998088964,74.8297439654574
"54",0,0,100
"55",0,0,100
"56",0,0,100
"57",46.9610661643113,0.630244367210617,52.4086894684781
"58",12.1185879208413,0.000329529574180203,87.8810825495845
"59",34.8803743007824,7.43723076778416,57.6823949314334
"60",27.8290712013836,2.09516065573511,70.0757681428813
"61",6.46928616720553,19.2526636794884,74.2780501533061
"62",2.51403005752352e-28,10.0037508321606,89.9962491678394
"63",32.9638935233332,12.0508540434695,54.9852524331973
"64",10.0512555819982,14.4818345380588,75.466909879943
"65",44.5646764438347,19.3534113399093,36.0819122162559
"66",58.7836076259965,0.347878498222219,40.8685138757813
"67",52.8635394782219,6.55192703043434,40.5845334913437
"68",7.85248794481966,10.480225762676,81.6672862925043
"69",6.18704300593587,10.8599837733822,82.9529732206819
"70",10.8874647047253,17.8940063958838,71.2185288993909
"71",20.1086676781874,9.89356582587914,69.9977664959335
"72",50.9817305185012,12.6927268321756,36.3255426493232
"73",23.6937973141501,19.7054058488807,56.6007968369691
"74",22.2842120373808,9.29449422041723,68.421293742202
"75",29.8495754717294,37.4288372032368,32.7215873250338
"76",0,0,100
"77",1.72563323017094e-29,14.5087322450417,85.4912677549583
"78",22.7372641482686,17.7956144445486,59.4671214071828
"79",66.2915002921023,0.0081249888451501,33.7003747190525
"80",40.2918979387067,8.08514081579348,51.6229612454998
"81",36.4983341602062,7.66963060475503,55.8320352350387
"82",4.55675660994792,11.1257231832082,84.3175202068439
"83",12.8573977935949,5.86129858578564,81.2813036206195
"84",0,6.77374034529685,93.2262596547032
"85",10.2982177003001,14.0102055110898,75.6915767886101
"86",49.6957911066985,6.79241647914312,43.5117924141584
"87",18.1041198681176,16.2374113587326,65.6584687731498
"88",3.5000970326217,4.57352492925449,91.9263780381238
"89",6.83787102710988,5.12102450578727,88.0411044671029
"90",22.4105206333009,15.8477951913101,61.741684175389
"91",12.545341038659,27.6292282018896,59.8254307594514
"92",12.439632191503,19.2312740970235,68.3290937114735
"93",36.6478190787022,1.79451312408088,61.557667797217
