"","distance","bio1","bio4","bio12","bio15","solar_radiation","human_footprint"
"84",0.0128499088754929,136.666666666667,4099,698,13435,13067.6666666667,15.5767097473145
"85",0.250616222539994,87.6666666666667,11385.6666666667,746,36326.6666666667,12744.9166666667,24.438045501709
"86",0.240982850084077,87.6666666666667,11385.6666666667,746,36326.6666666667,12744.9166666667,24.438045501709
"87",0.272430617435687,87.6666666666667,11385.6666666667,746,36326.6666666667,12744.9166666667,24.438045501709
"88",0.175387717107652,87.6666666666667,11385.6666666667,746,36326.6666666667,12744.9166666667,24.438045501709
"89",2.33540381597026e-17,53.6666666666667,11840.3333333333,709.333333333333,34547.6666666667,12320.75,1
"90",2.76645382869641e-17,60.6666666666667,11439.3333333333,712,35720.3333333333,12304.0833333333,3.50310301780701
"91",0.0200143738991681,167.666666666667,7468.33333333333,1168,51920.3333333333,14739.8333333333,6.38990068435669
"92",0.0385862254942331,58.6666666666667,12425.3333333333,689.666666666667,39969.6666666667,12165.4166666667,1
"93",0.0613699123420612,-66.6666666666667,13841,327,25455.3333333333,7038.58333333333,0
"94",0.03245547887075,-66.6666666666667,13841,327,25455.3333333333,7038.58333333333,0
"95",4.81180301499646e-17,42.6666666666667,13012.6666666667,676,37301.6666666667,12565.5,17.3137187957764
"96",3.55382195268066e-17,64.3333333333333,11342.6666666667,719.666666666667,36107,12304.0833333333,8.42280006408691
"97",3.58977593878305e-17,58,11629,727.333333333333,35456.6666666667,12350.5833333333,2
"98",3.8876066108996e-17,55.6666666666667,11628,706,35039.3333333333,12304.0833333333,3.32895612716675
"99",0.423280784060407,187,8346,666.333333333333,25086,19585.5,7.07314395904541
"100",4.04264782597206e-17,49.3333333333333,11705,708.333333333333,34663,12322.4166666667,0
"101",0.015401284648069,176,3378,912,15037.6666666667,15706.5833333333,41.052864074707
"102",0.112034699402005,187.666666666667,1934.33333333333,1038.66666666667,17775,19701.75,8
"103",0.0472962105750167,167,8105,980.666666666667,31999.6666666667,14770,NA
"104",0.0183482279265634,167,8105,980.666666666667,31999.6666666667,14770,NA
"105",0.0157404466584609,167,8105,980.666666666667,31999.6666666667,14770,NA
"106",5.63592382639576e-17,53.6666666666667,11840.3333333333,709.333333333333,34547.6666666667,12332.5,0.926242470741272
"107",0.0439051056172,102.333333333333,7074.33333333333,691,27410,11440.25,16.2805786132812
"108",0.0213558142888413,-66.6666666666667,13841,327,25455.3333333333,7038.58333333333,0
"109",0.0594149408068013,118,5570.66666666667,704.333333333333,17561.6666666667,11411.5833333333,6.09725713729858
"110",0.0620582562308796,193.333333333333,8423.66666666667,657.666666666667,25244,19760.1666666667,33.6524085998535
"111",0.0711556566756112,253.333333333333,674.333333333333,1816.66666666667,10007.3333333333,11972.9166666667,4
"112",0.0156351106218285,184.666666666667,6756.33333333333,591.333333333333,15843.6666666667,19156.9166666667,7.74087476730347
"113",0.0158306176351582,184.666666666667,6756.33333333333,591.333333333333,15843.6666666667,19156.9166666667,7.74087476730347
"114",0.0278382010978398,184.666666666667,6756.33333333333,591.333333333333,15843.6666666667,19156.9166666667,7.74087476730347
"115",0.097098622333727,184.666666666667,6756.33333333333,591.333333333333,15843.6666666667,19156.9166666667,7.74087476730347
"116",0.0249008007711936,184.666666666667,6756.33333333333,591.333333333333,15843.6666666667,19156.9166666667,7.74087476730347
"117",0.0319953591903028,184.666666666667,6756.33333333333,591.333333333333,15843.6666666667,19156.9166666667,7.74087476730347
"118",0.0211698637370799,132.333333333333,3696,719,13341,12632.0833333333,13.9567403793335
"119",0.201208507654152,87.6666666666667,11385.6666666667,746,36326.6666666667,12744.9166666667,24.438045501709
"120",0.230443466516229,87.6666666666667,11385.6666666667,746,36326.6666666667,12744.9166666667,24.438045501709
"121",0.272263968214206,87.6666666666667,11385.6666666667,746,36326.6666666667,12744.9166666667,24.438045501709
"122",0.151887388979749,182,8493.33333333333,1030,53592.3333333333,13608.0833333333,24.143871307373
"123",0.0309909989511313,266.666666666667,2950.66666666667,1618.33333333333,32284,16709.0833333333,NA
"124",0.0571054141491703,168.333333333333,5756,722,14803,15431.25,13.3617486953735
"125",0.302552642732484,87.6666666666667,11385.6666666667,746,36326.6666666667,12744.9166666667,24.438045501709
"126",4.67125347519158e-17,63.3333333333333,11561,722.333333333333,35341,12342.5833333333,1
"127",5.10999027227345e-17,53.6666666666667,11840.3333333333,709.333333333333,34547.6666666667,12320.75,1
"128",5.3590417869592e-17,49.3333333333333,11705,708.333333333333,34663,12322.4166666667,0
